attendance_id,enrollment_id,attendance_date,status,notes
59856,828,2026-01-19,Present,
59857,828,2026-01-20,Present,
59881,829,2026-01-19,Absent,
59882,829,2026-01-20,Late,Month likely part.
59913,830,2026-01-19,Present,
59914,830,2026-01-20,Present,
59957,831,2026-01-19,Absent,
59958,831,2026-01-20,Present,
59982,832,2026-01-19,Present,
59983,832,2026-01-20,Present,
60010,833,2026-01-19,Absent,
60011,833,2026-01-20,Present,
60054,834,2026-01-19,Present,May.
60055,834,2026-01-20,Present,Dinner eight life.
60082,835,2026-01-19,Present,
60083,835,2026-01-20,Present,
60126,836,2026-01-19,Present,
60127,836,2026-01-20,Present,
60165,837,2026-01-19,Present,
60166,837,2026-01-20,Excused,
60214,838,2026-01-19,Absent,
60215,838,2026-01-20,Absent,
60251,839,2026-01-19,Present,Skin watch.
60252,839,2026-01-20,Present,
60311,840,2026-01-19,Present,
60312,840,2026-01-20,Late,
60332,841,2026-01-19,Late,
60333,841,2026-01-20,Present,
60376,842,2026-01-19,Present,Western fill.
60377,842,2026-01-20,Present,
60428,843,2026-01-19,Excused,
60429,843,2026-01-20,Absent,Direction report.
60469,844,2026-01-19,Present,
60470,844,2026-01-20,Absent,Trip thousand.
60506,845,2026-01-19,Absent,
60507,845,2026-01-20,Late,
60529,846,2026-01-19,Present,
60530,846,2026-01-20,Present,
60564,847,2026-01-19,Present,Heavy.
60565,847,2026-01-20,Excused,
60598,848,2026-01-19,Absent,
60599,848,2026-01-20,Present,
60639,849,2026-01-19,Present,
60640,849,2026-01-20,Present,
60667,850,2026-01-19,Present,
60668,850,2026-01-20,Absent,
60699,851,2026-01-19,Present,
60700,851,2026-01-20,Late,
60728,852,2026-01-19,Present,Else inside.
60729,852,2026-01-20,Present,
60771,853,2026-01-19,Absent,
60772,853,2026-01-20,Late,
60824,854,2026-01-19,Present,
60825,854,2026-01-20,Present,
60874,855,2026-01-19,Absent,
60875,855,2026-01-20,Late,
60908,856,2026-01-19,Present,
60909,856,2026-01-20,Present,
60935,857,2026-01-19,Absent,
60936,857,2026-01-20,Present,
60955,858,2026-01-19,Present,
60956,858,2026-01-20,Late,
61009,859,2026-01-19,Present,
61010,859,2026-01-20,Absent,
61051,860,2026-01-19,Late,
61052,860,2026-01-20,Present,
61084,861,2026-01-19,Present,
61085,861,2026-01-20,Late,
61119,862,2026-01-19,Present,
61120,862,2026-01-20,Excused,
61147,863,2026-01-19,Present,
61148,863,2026-01-20,Late,Head ever.
61190,864,2026-01-19,Present,
61191,864,2026-01-20,Present,
61222,865,2026-01-19,Present,
61223,865,2026-01-20,Absent,
61251,866,2026-01-19,Absent,
61252,866,2026-01-20,Present,
61281,867,2026-01-19,Present,
61282,867,2026-01-20,Present,
61325,868,2026-01-19,Excused,Morning.
61326,868,2026-01-20,Present,
61380,869,2026-01-19,Present,
61381,869,2026-01-20,Present,
61408,870,2026-01-19,Late,
61409,870,2026-01-20,Present,
61468,871,2026-01-19,Present,
61469,871,2026-01-20,Present,
61525,872,2026-01-19,Present,
61526,872,2026-01-20,Present,
61556,873,2026-01-19,Present,
61557,873,2026-01-20,Excused,
61610,874,2026-01-19,Present,
61611,874,2026-01-20,Late,
61642,875,2026-01-19,Present,
61643,875,2026-01-20,Absent,Tend room probably.
61668,876,2026-01-19,Late,Cultural glass structure environment.
61669,876,2026-01-20,Absent,
61713,877,2026-01-19,Present,
61714,877,2026-01-20,Present,
61737,878,2026-01-19,Present,
61738,878,2026-01-20,Present,
61781,879,2026-01-19,Present,
61782,879,2026-01-20,Present,
61828,880,2026-01-19,Present,
61829,880,2026-01-20,Present,
61859,881,2026-01-19,Present,
61860,881,2026-01-20,Present,
61908,882,2026-01-19,Present,
61909,882,2026-01-20,Absent,Appear heart.
61960,883,2026-01-19,Present,
61961,883,2026-01-20,Present,
61984,884,2026-01-19,Present,
61985,884,2026-01-20,Present,
62006,885,2026-01-19,Present,
62007,885,2026-01-20,Present,
62037,886,2026-01-19,Present,
62038,886,2026-01-20,Present,
62074,887,2026-01-19,Present,
62075,887,2026-01-20,Present,
62130,888,2026-01-19,Present,
62131,888,2026-01-20,Absent,
62164,889,2026-01-19,Present,
62165,889,2026-01-20,Present,
62217,890,2026-01-19,Present,
62218,890,2026-01-20,Present,
62257,891,2026-01-19,Present,Nation win sense.
62258,891,2026-01-20,Present,
62287,892,2026-01-19,Present,
62288,892,2026-01-20,Present,
62336,893,2026-01-19,Late,
62337,893,2026-01-20,Present,
62373,894,2026-01-19,Absent,
62374,894,2026-01-20,Present,
62422,895,2026-01-19,Present,
62423,895,2026-01-20,Present,
62476,896,2026-01-19,Present,
62477,896,2026-01-20,Present,
62531,897,2026-01-19,Present,Key activity.
62532,897,2026-01-20,Present,
62571,898,2026-01-19,Absent,Bad pretty.
62572,898,2026-01-20,Absent,
62596,899,2026-01-19,Present,
62597,899,2026-01-20,Present,
62633,900,2026-01-19,Present,Side four.
62634,900,2026-01-20,Absent,
62662,901,2026-01-19,Present,
62663,901,2026-01-20,Present,
62709,902,2026-01-19,Absent,
62710,902,2026-01-20,Present,
62755,903,2026-01-19,Present,Woman summer.
62756,903,2026-01-20,Present,
62781,904,2026-01-19,Present,
62782,904,2026-01-20,Late,
62803,905,2026-01-19,Present,
62804,905,2026-01-20,Present,
62836,906,2026-01-19,Present,
62837,906,2026-01-20,Present,
62871,907,2026-01-19,Present,
62872,907,2026-01-20,Present,
62902,908,2026-01-19,Present,
62903,908,2026-01-20,Absent,
62961,909,2026-01-19,Present,
62962,909,2026-01-20,Present,Of free organization.
63021,910,2026-01-19,Late,
63022,910,2026-01-20,Absent,
63059,911,2026-01-19,Present,
63060,911,2026-01-20,Absent,
63097,912,2026-01-19,Present,
63098,912,2026-01-20,Present,
63151,913,2026-01-19,Late,
63152,913,2026-01-20,Present,
63198,914,2026-01-19,Late,
63199,914,2026-01-20,Present,
63247,915,2026-01-19,Present,
63248,915,2026-01-20,Present,
63291,916,2026-01-19,Present,
63292,916,2026-01-20,Absent,
63351,917,2026-01-19,Present,
63352,917,2026-01-20,Late,Land industry.
63395,918,2026-01-19,Present,
63396,918,2026-01-20,Present,
63432,919,2026-01-19,Present,
63433,919,2026-01-20,Absent,
63491,920,2026-01-19,Absent,
63492,920,2026-01-20,Present,
63535,921,2026-01-19,Present,
63536,921,2026-01-20,Present,
63583,922,2026-01-19,Present,
63584,922,2026-01-20,Present,Feel herself how.
63620,923,2026-01-19,Late,
63621,923,2026-01-20,Present,
63675,924,2026-01-19,Late,
63676,924,2026-01-20,Present,
63728,925,2026-01-19,Present,
63729,925,2026-01-20,Present,
63760,926,2026-01-19,Present,
63761,926,2026-01-20,Present,General forward decision.
63798,927,2026-01-19,Present,
63799,927,2026-01-20,Present,
63823,928,2026-01-19,Late,
63824,928,2026-01-20,Present,
63875,929,2026-01-19,Present,
63876,929,2026-01-20,Present,
63911,930,2026-01-19,Late,
63912,930,2026-01-20,Absent,
63961,931,2026-01-19,Present,
63962,931,2026-01-20,Absent,
64005,932,2026-01-19,Present,
64006,932,2026-01-20,Present,
64037,933,2026-01-19,Present,
64038,933,2026-01-20,Late,
64059,934,2026-01-19,Present,
64060,934,2026-01-20,Present,
64113,935,2026-01-19,Present,
64114,935,2026-01-20,Present,
64144,936,2026-01-19,Absent,
64145,936,2026-01-20,Present,
64171,937,2026-01-19,Late,
64172,937,2026-01-20,Present,
64225,938,2026-01-19,Present,
64226,938,2026-01-20,Present,
64265,939,2026-01-19,Present,
64266,939,2026-01-20,Late,
64318,940,2026-01-19,Present,
64319,940,2026-01-20,Late,
64348,941,2026-01-19,Present,
64349,941,2026-01-20,Present,
64383,942,2026-01-19,Present,
64384,942,2026-01-20,Present,
64429,943,2026-01-19,Present,
64430,943,2026-01-20,Present,Bad poor draw.
64476,944,2026-01-19,Present,
64477,944,2026-01-20,Present,
64520,945,2026-01-19,Late,
64521,945,2026-01-20,Present,
64568,946,2026-01-19,Present,Skill light.
64569,946,2026-01-20,Absent,
64594,947,2026-01-19,Present,
64595,947,2026-01-20,Present,
64645,948,2026-01-19,Excused,
64646,948,2026-01-20,Present,
64678,949,2026-01-19,Present,
64679,949,2026-01-20,Present,
64736,950,2026-01-19,Late,
64737,950,2026-01-20,Present,Herself second.
64762,951,2026-01-19,Present,
64763,951,2026-01-20,Present,
64821,952,2026-01-19,Present,
64822,952,2026-01-20,Present,
64843,953,2026-01-19,Present,
64844,953,2026-01-20,Present,
64896,954,2026-01-19,Present,
64897,954,2026-01-20,Present,
64923,955,2026-01-19,Present,
64924,955,2026-01-20,Absent,
64966,956,2026-01-19,Present,Early even.
64967,956,2026-01-20,Excused,
65018,957,2026-01-19,Late,
65019,957,2026-01-20,Late,
65050,958,2026-01-19,Absent,Race billion.
65051,958,2026-01-20,Present,
65090,959,2026-01-19,Present,
65091,959,2026-01-20,Absent,
65117,960,2026-01-19,Present,
65118,960,2026-01-20,Present,
65145,961,2026-01-19,Present,
65146,961,2026-01-20,Present,
65174,962,2026-01-19,Present,
65175,962,2026-01-20,Present,
65202,963,2026-01-19,Present,
65203,963,2026-01-20,Present,
65222,964,2026-01-19,Absent,
65223,964,2026-01-20,Present,Cover down.
65266,965,2026-01-19,Present,
65267,965,2026-01-20,Present,
65288,966,2026-01-19,Present,
65289,966,2026-01-20,Present,
65308,967,2026-01-19,Present,Human impact.
65309,967,2026-01-20,Present,
65357,968,2026-01-19,Present,
65358,968,2026-01-20,Present,
65383,969,2026-01-19,Late,
65384,969,2026-01-20,Present,
65430,970,2026-01-19,Absent,
65431,970,2026-01-20,Present,Away food write place.
65483,971,2026-01-19,Present,
65484,971,2026-01-20,Present,
65536,972,2026-01-19,Present,
65537,972,2026-01-20,Present,
65592,973,2026-01-19,Present,
65593,973,2026-01-20,Present,Government property clear situation.
65647,974,2026-01-19,Present,
65648,974,2026-01-20,Absent,
65698,975,2026-01-19,Present,
65699,975,2026-01-20,Present,
65730,976,2026-01-19,Present,
65731,976,2026-01-20,Present,
65777,977,2026-01-19,Late,
65778,977,2026-01-20,Present,
65826,978,2026-01-19,Present,
65827,978,2026-01-20,Present,Cover.
65866,979,2026-01-19,Present,
65867,979,2026-01-20,Absent,
65915,980,2026-01-19,Late,
65916,980,2026-01-20,Present,
65936,981,2026-01-19,Present,
65937,981,2026-01-20,Late,
65988,982,2026-01-19,Present,
65989,982,2026-01-20,Present,
66019,983,2026-01-19,Present,Help fast.
66020,983,2026-01-20,Present,
66077,984,2026-01-19,Absent,
66078,984,2026-01-20,Absent,
66130,985,2026-01-19,Absent,
66131,985,2026-01-20,Present,
66184,986,2026-01-19,Absent,
66185,986,2026-01-20,Present,
66207,987,2026-01-19,Excused,
66208,987,2026-01-20,Present,
66262,988,2026-01-19,Late,
66263,988,2026-01-20,Present,
66296,989,2026-01-19,Present,
66297,989,2026-01-20,Present,
66332,990,2026-01-19,Present,
66333,990,2026-01-20,Present,
66360,991,2026-01-19,Present,
66361,991,2026-01-20,Present,
66410,992,2026-01-19,Absent,
66411,992,2026-01-20,Present,
66452,993,2026-01-19,Present,
66453,993,2026-01-20,Present,
66502,994,2026-01-19,Absent,
66503,994,2026-01-20,Present,
66547,995,2026-01-19,Absent,
66548,995,2026-01-20,Present,However support.
66570,996,2026-01-19,Present,
66571,996,2026-01-20,Present,
66598,997,2026-01-19,Present,
66599,997,2026-01-20,Absent,
66651,998,2026-01-19,Absent,Page well third.
66652,998,2026-01-20,Present,
66690,999,2026-01-19,Present,
66691,999,2026-01-20,Present,
66725,1000,2026-01-19,Present,
66726,1000,2026-01-20,Present,
66776,1001,2026-01-19,Present,
66777,1001,2026-01-20,Present,
66796,1002,2026-01-19,Present,
66797,1002,2026-01-20,Present,
66844,1003,2026-01-19,Present,
66845,1003,2026-01-20,Late,
66888,1004,2026-01-19,Absent,
66889,1004,2026-01-20,Present,
66927,1005,2026-01-19,Present,
66928,1005,2026-01-20,Absent,
66960,1006,2026-01-19,Present,
66961,1006,2026-01-20,Absent,
67015,1007,2026-01-19,Absent,
67016,1007,2026-01-20,Present,
67038,1008,2026-01-19,Present,
67039,1008,2026-01-20,Present,
67098,1009,2026-01-19,Present,
67099,1009,2026-01-20,Present,
67144,1010,2026-01-19,Absent,
67145,1010,2026-01-20,Present,
67196,1011,2026-01-19,Present,
67197,1011,2026-01-20,Present,With its.
67221,1012,2026-01-19,Present,
67222,1012,2026-01-20,Absent,
67261,1013,2026-01-19,Late,
67262,1013,2026-01-20,Absent,
67309,1014,2026-01-19,Present,
67310,1014,2026-01-20,Present,
67351,1015,2026-01-19,Absent,
67352,1015,2026-01-20,Present,
67372,1016,2026-01-19,Present,
67373,1016,2026-01-20,Present,
67424,1017,2026-01-19,Present,
67425,1017,2026-01-20,Present,
67472,1018,2026-01-19,Present,
67473,1018,2026-01-20,Present,
67512,1019,2026-01-19,Present,
67513,1019,2026-01-20,Present,
67566,1020,2026-01-19,Present,
67567,1020,2026-01-20,Present,
67593,1021,2026-01-19,Absent,
67594,1021,2026-01-20,Present,
67628,1022,2026-01-19,Present,Relationship yeah.
67629,1022,2026-01-20,Present,
67664,1023,2026-01-19,Present,Politics case hot.
67665,1023,2026-01-20,Present,
67720,1024,2026-01-19,Present,
67721,1024,2026-01-20,Present,Head.
67758,1025,2026-01-19,Present,
67759,1025,2026-01-20,Present,
67806,1026,2026-01-19,Present,
67807,1026,2026-01-20,Late,
67851,1027,2026-01-19,Present,
67852,1027,2026-01-20,Present,
67903,1028,2026-01-19,Present,
67904,1028,2026-01-20,Present,
67960,1029,2026-01-19,Present,
67961,1029,2026-01-20,Present,
68001,1030,2026-01-19,Present,
68002,1030,2026-01-20,Present,
68041,1031,2026-01-19,Present,
68042,1031,2026-01-20,Absent,
68075,1032,2026-01-19,Present,
68076,1032,2026-01-20,Present,
68130,1033,2026-01-19,Present,
68131,1033,2026-01-20,Present,
68151,1034,2026-01-19,Late,
68152,1034,2026-01-20,Present,
68183,1035,2026-01-19,Present,
68184,1035,2026-01-20,Present,
68204,1036,2026-01-19,Absent,
68205,1036,2026-01-20,Present,
68242,1037,2026-01-19,Present,State water situation.
68243,1037,2026-01-20,Present,Him by.
68283,1038,2026-01-19,Absent,
68284,1038,2026-01-20,Absent,
68334,1039,2026-01-19,Absent,
68335,1039,2026-01-20,Absent,
68386,1040,2026-01-19,Present,
68387,1040,2026-01-20,Present,
68406,1041,2026-01-19,Present,
68407,1041,2026-01-20,Absent,
68460,1042,2026-01-19,Present,Usually kid.
68461,1042,2026-01-20,Present,
68508,1043,2026-01-19,Present,
68509,1043,2026-01-20,Present,
68530,1044,2026-01-19,Present,
68531,1044,2026-01-20,Absent,Fire coach.
68562,1045,2026-01-19,Present,
68563,1045,2026-01-20,Present,
68608,1046,2026-01-19,Present,
68609,1046,2026-01-20,Present,
68656,1047,2026-01-19,Late,
68657,1047,2026-01-20,Present,
68702,1048,2026-01-19,Present,
68703,1048,2026-01-20,Present,
68722,1049,2026-01-19,Present,
68723,1049,2026-01-20,Present,
68778,1050,2026-01-19,Absent,
68779,1050,2026-01-20,Late,Listen turn.
68827,1051,2026-01-19,Present,
68828,1051,2026-01-20,Present,
68868,1052,2026-01-19,Present,
68869,1052,2026-01-20,Present,
68915,1053,2026-01-19,Present,
68916,1053,2026-01-20,Present,
68974,1054,2026-01-19,Present,
68975,1054,2026-01-20,Present,
69001,1055,2026-01-19,Late,
69002,1055,2026-01-20,Present,
69054,1056,2026-01-19,Present,
69055,1056,2026-01-20,Present,
69093,1057,2026-01-19,Present,
69094,1057,2026-01-20,Late,
69121,1058,2026-01-19,Present,
69122,1058,2026-01-20,Present,
69159,1059,2026-01-19,Present,
69160,1059,2026-01-20,Present,
69190,1060,2026-01-19,Present,
69191,1060,2026-01-20,Present,
69231,1061,2026-01-19,Present,
69272,1062,2026-01-20,Present,
69300,1063,2026-01-19,Present,
69301,1063,2026-01-20,Present,
69328,1064,2026-01-19,Present,
69329,1064,2026-01-20,Present,
69377,1065,2026-01-19,Present,
69378,1065,2026-01-20,Present,Detail third election.
69429,1066,2026-01-19,Present,
69430,1066,2026-01-20,Present,
69462,1067,2026-01-19,Present,
69463,1067,2026-01-20,Present,
69485,1068,2026-01-19,Present,
69486,1068,2026-01-20,Present,
69536,1069,2026-01-19,Absent,
69537,1069,2026-01-20,Present,Effect people show woman.
69595,1070,2026-01-19,Present,
69596,1070,2026-01-20,Present,
69640,1071,2026-01-19,Present,
69641,1071,2026-01-20,Absent,Perhaps expert.
69666,1072,2026-01-19,Excused,
69667,1072,2026-01-20,Present,Other.
69687,1073,2026-01-19,Absent,
69688,1073,2026-01-20,Late,
69727,1074,2026-01-19,Present,
69728,1074,2026-01-20,Absent,
69786,1075,2026-01-19,Present,
69787,1075,2026-01-20,Present,
69813,1076,2026-01-19,Present,
69814,1076,2026-01-20,Present,
69864,1077,2026-01-19,Absent,
69865,1077,2026-01-20,Present,
69920,1078,2026-01-19,Present,
69921,1078,2026-01-20,Present,
69969,1079,2026-01-19,Present,
69970,1079,2026-01-20,Present,
69995,1080,2026-01-19,Present,
69996,1080,2026-01-20,Present,
70035,1081,2026-01-19,Present,
70036,1081,2026-01-20,Present,
70088,1082,2026-01-19,Present,
70089,1082,2026-01-20,Present,
70120,1083,2026-01-19,Present,
70121,1083,2026-01-20,Absent,
70179,1084,2026-01-19,Present,
70180,1084,2026-01-20,Present,
70234,1085,2026-01-19,Present,
70235,1085,2026-01-20,Present,
70279,1086,2026-01-19,Absent,
70280,1086,2026-01-20,Absent,
70327,1087,2026-01-19,Present,
70328,1087,2026-01-20,Present,At region.
70385,1088,2026-01-19,Present,
70386,1088,2026-01-20,Present,Money.
70417,1089,2026-01-19,Present,
70418,1089,2026-01-20,Present,
70441,1090,2026-01-19,Present,
70442,1090,2026-01-20,Late,
70471,1091,2026-01-19,Absent,Hard.
70472,1091,2026-01-20,Absent,
70506,1092,2026-01-19,Absent,
70507,1092,2026-01-20,Absent,
70527,1093,2026-01-19,Present,
70528,1093,2026-01-20,Present,
70555,1094,2026-01-19,Absent,
70556,1094,2026-01-20,Present,
70608,1095,2026-01-19,Present,
70609,1095,2026-01-20,Present,
70629,1096,2026-01-19,Absent,
70630,1096,2026-01-20,Late,
70672,1097,2026-01-19,Absent,
70673,1097,2026-01-20,Present,
70705,1098,2026-01-19,Present,
70706,1098,2026-01-20,Absent,
70764,1099,2026-01-19,Present,
70765,1099,2026-01-20,Present,
70819,1100,2026-01-19,Present,
70820,1100,2026-01-20,Present,
70845,1101,2026-01-19,Present,
70846,1101,2026-01-20,Present,
70874,1102,2026-01-19,Present,
70875,1102,2026-01-20,Present,
70895,1103,2026-01-19,Present,
70896,1103,2026-01-20,Present,
70940,1104,2026-01-19,Present,
70941,1104,2026-01-20,Present,
70981,1105,2026-01-19,Present,
70982,1105,2026-01-20,Present,
71008,1106,2026-01-19,Present,Inside newspaper question.
71009,1106,2026-01-20,Present,
71059,1107,2026-01-19,Present,
71060,1107,2026-01-20,Present,
71104,1108,2026-01-19,Present,
71105,1108,2026-01-20,Present,
71142,1109,2026-01-19,Late,
71143,1109,2026-01-20,Present,Already compare.
71199,1110,2026-01-19,Present,
71200,1110,2026-01-20,Present,
71250,1111,2026-01-19,Absent,
71251,1111,2026-01-20,Present,
71290,1112,2026-01-19,Present,
71291,1112,2026-01-20,Present,
71339,1113,2026-01-19,Excused,
71340,1113,2026-01-20,Absent,
71394,1114,2026-01-19,Present,
71395,1114,2026-01-20,Present,Yourself chance involve.
71427,1115,2026-01-19,Absent,
71428,1115,2026-01-20,Present,
71450,1116,2026-01-19,Absent,
71451,1116,2026-01-20,Late,
71491,1117,2026-01-19,Present,Simply which.
71492,1117,2026-01-20,Late,Road bag.
71550,1118,2026-01-19,Present,Relationship happy.
71551,1118,2026-01-20,Present,Candidate fire important.
71598,1119,2026-01-19,Absent,
71599,1119,2026-01-20,Present,
71636,1120,2026-01-19,Present,
71637,1120,2026-01-20,Present,
71688,1121,2026-01-19,Present,
71689,1121,2026-01-20,Late,
71716,1122,2026-01-19,Present,
71717,1122,2026-01-20,Present,
71774,1123,2026-01-19,Present,Thus although.
71775,1123,2026-01-20,Present,
71817,1124,2026-01-19,Present,
71818,1124,2026-01-20,Present,
71857,1125,2026-01-19,Present,
71858,1125,2026-01-20,Present,
71907,1126,2026-01-19,Present,
71908,1126,2026-01-20,Present,
71961,1127,2026-01-19,Absent,
71962,1127,2026-01-20,Present,
71996,1128,2026-01-19,Absent,
71997,1128,2026-01-20,Late,
72028,1129,2026-01-19,Present,Everything hard.
72029,1129,2026-01-20,Present,
72060,1130,2026-01-19,Present,
72061,1130,2026-01-20,Present,
72112,1131,2026-01-19,Present,
72113,1131,2026-01-20,Present,
72147,1132,2026-01-19,Present,
72148,1132,2026-01-20,Absent,
72183,1133,2026-01-19,Present,
72184,1133,2026-01-20,Present,
72235,1134,2026-01-19,Present,Power certainly.
72236,1134,2026-01-20,Present,
72288,1135,2026-01-19,Present,
72289,1135,2026-01-20,Late,
72334,1136,2026-01-19,Late,Development the.
72335,1136,2026-01-20,Late,Want carry ask.
72378,1137,2026-01-19,Present,
72379,1137,2026-01-20,Absent,Process around.
72437,1138,2026-01-19,Present,
72438,1138,2026-01-20,Late,
72489,1139,2026-01-19,Absent,Practice across recognize.
72490,1139,2026-01-20,Present,
72548,1140,2026-01-19,Present,
72549,1140,2026-01-20,Absent,
72600,1141,2026-01-19,Late,
72601,1141,2026-01-20,Present,
72655,1142,2026-01-19,Present,
72656,1142,2026-01-20,Present,
72681,1143,2026-01-19,Late,
72682,1143,2026-01-20,Late,
72708,1144,2026-01-19,Present,
72709,1144,2026-01-20,Late,
72745,1145,2026-01-19,Present,
72746,1145,2026-01-20,Present,Stand low.
72796,1146,2026-01-19,Present,
72797,1146,2026-01-20,Late,
72840,1147,2026-01-19,Present,
72841,1147,2026-01-20,Present,
72871,1148,2026-01-19,Present,
72872,1148,2026-01-20,Present,
72914,1149,2026-01-19,Present,
72915,1149,2026-01-20,Absent,
72954,1150,2026-01-19,Absent,
72955,1150,2026-01-20,Absent,
73004,1151,2026-01-19,Present,
73005,1151,2026-01-20,Absent,
73040,1152,2026-01-19,Present,
73041,1152,2026-01-20,Absent,
73078,1153,2026-01-19,Present,
73079,1153,2026-01-20,Present,
73100,1154,2026-01-19,Present,
73101,1154,2026-01-20,Absent,
73122,1155,2026-01-19,Present,
73123,1155,2026-01-20,Present,Bank forget.
73172,1156,2026-01-19,Present,
73173,1156,2026-01-20,Present,
73205,1157,2026-01-19,Present,
73206,1157,2026-01-20,Absent,
73242,1158,2026-01-19,Present,Tax.
73243,1158,2026-01-20,Absent,
73275,1159,2026-01-19,Present,
73276,1159,2026-01-20,Present,
73302,1160,2026-01-19,Present,
73303,1160,2026-01-20,Present,
73341,1161,2026-01-19,Present,
73342,1161,2026-01-20,Late,
73366,1162,2026-01-19,Present,
73367,1162,2026-01-20,Present,
73413,1163,2026-01-19,Present,Window tell common.
73414,1163,2026-01-20,Present,Space protect school.
73448,1164,2026-01-19,Absent,
73449,1164,2026-01-20,Absent,
73476,1165,2026-01-19,Present,
73477,1165,2026-01-20,Present,Assume common tend.
73511,1166,2026-01-19,Present,
73512,1166,2026-01-20,Present,
73548,1167,2026-01-19,Present,
73549,1167,2026-01-20,Absent,
73593,1168,2026-01-19,Late,
73594,1168,2026-01-20,Present,
73641,1169,2026-01-19,Excused,
73642,1169,2026-01-20,Present,Cell young federal.
73661,1170,2026-01-19,Present,
73662,1170,2026-01-20,Present,
73706,1171,2026-01-19,Present,
73707,1171,2026-01-20,Present,
73728,1172,2026-01-19,Late,
73729,1172,2026-01-20,Present,
73754,1173,2026-01-19,Present,
73755,1173,2026-01-20,Present,
73812,1174,2026-01-19,Present,
73813,1174,2026-01-20,Excused,
73843,1175,2026-01-19,Present,
73844,1175,2026-01-20,Present,
73872,1176,2026-01-19,Absent,
73873,1176,2026-01-20,Late,Anyone candidate.
73902,1177,2026-01-19,Present,
73903,1177,2026-01-20,Late,
73950,1178,2026-01-19,Present,
73951,1178,2026-01-20,Present,
74005,1179,2026-01-19,Present,
74006,1179,2026-01-20,Present,
74060,1180,2026-01-19,Present,
74061,1180,2026-01-20,Present,
74090,1181,2026-01-19,Absent,
74091,1181,2026-01-20,Present,
74140,1182,2026-01-19,Late,
74141,1182,2026-01-20,Present,
74196,1183,2026-01-19,Present,
74197,1183,2026-01-20,Present,
74226,1184,2026-01-19,Present,
74227,1184,2026-01-20,Late,
74254,1185,2026-01-19,Absent,
74255,1185,2026-01-20,Present,
74297,1186,2026-01-19,Present,
74298,1186,2026-01-20,Present,
74343,1187,2026-01-19,Present,
74344,1187,2026-01-20,Present,
74375,1188,2026-01-19,Present,
74376,1188,2026-01-20,Present,
74399,1189,2026-01-19,Present,
74400,1189,2026-01-20,Present,
74431,1190,2026-01-19,Absent,
74432,1190,2026-01-20,Present,
74484,1191,2026-01-19,Excused,
74485,1191,2026-01-20,Present,
74513,1192,2026-01-19,Present,Room look myself opportunity.
74514,1192,2026-01-20,Present,
74567,1193,2026-01-19,Present,
74568,1193,2026-01-20,Absent,
74624,1194,2026-01-19,Present,
74625,1194,2026-01-20,Present,
74673,1195,2026-01-19,Absent,Brother if six.
74674,1195,2026-01-20,Present,
74720,1196,2026-01-19,Late,
74721,1196,2026-01-20,Present,Fight great.
74740,1197,2026-01-19,Present,
74741,1197,2026-01-20,Present,
74769,1198,2026-01-19,Late,
74770,1198,2026-01-20,Present,
74794,1199,2026-01-19,Excused,
74795,1199,2026-01-20,Present,
74850,1200,2026-01-19,Late,
74851,1200,2026-01-20,Present,
74879,1201,2026-01-19,Late,
74880,1201,2026-01-20,Present,
74911,1202,2026-01-19,Present,Spring home happen figure.
74912,1202,2026-01-20,Late,
74948,1203,2026-01-19,Present,
74949,1203,2026-01-20,Present,
75007,1204,2026-01-19,Present,
75008,1204,2026-01-20,Present,
75031,1205,2026-01-19,Present,
75032,1205,2026-01-20,Present,
75069,1206,2026-01-19,Present,
75070,1206,2026-01-20,Present,
75106,1207,2026-01-19,Present,
75107,1207,2026-01-20,Present,
75130,1208,2026-01-19,Present,
75131,1208,2026-01-20,Late,
75151,1209,2026-01-19,Late,
75152,1209,2026-01-20,Absent,
75205,1210,2026-01-19,Present,
75206,1210,2026-01-20,Present,
75255,1211,2026-01-19,Present,
75256,1211,2026-01-20,Present,
75311,1212,2026-01-19,Present,
75312,1212,2026-01-20,Present,
75337,1213,2026-01-19,Present,This wait yourself.
75338,1213,2026-01-20,Present,
75382,1214,2026-01-19,Present,
75383,1214,2026-01-20,Absent,
75420,1215,2026-01-19,Present,
75421,1215,2026-01-20,Present,
75458,1216,2026-01-19,Present,
75459,1216,2026-01-20,Present,
75493,1217,2026-01-19,Absent,
75494,1217,2026-01-20,Present,Month member new.
75518,1218,2026-01-19,Present,
75519,1218,2026-01-20,Absent,
75552,1219,2026-01-19,Present,
75553,1219,2026-01-20,Present,
75587,1220,2026-01-19,Present,Court reality service.
75588,1220,2026-01-20,Excused,
75640,1221,2026-01-19,Present,
75641,1221,2026-01-20,Present,
75674,1222,2026-01-19,Present,
75675,1222,2026-01-20,Present,
75716,1223,2026-01-19,Absent,
75717,1223,2026-01-20,Present,
75765,1224,2026-01-19,Present,
75766,1224,2026-01-20,Present,
75803,1225,2026-01-19,Present,
75804,1225,2026-01-20,Present,
75862,1226,2026-01-19,Present,
75863,1226,2026-01-20,Present,
75921,1227,2026-01-19,Present,
75922,1227,2026-01-20,Present,Environment next structure.
75948,1228,2026-01-19,Absent,
75949,1228,2026-01-20,Present,
75988,1229,2026-01-19,Excused,
75989,1229,2026-01-20,Present,
76009,1230,2026-01-19,Present,
76010,1230,2026-01-20,Present,
76061,1231,2026-01-19,Present,
76062,1231,2026-01-20,Present,
